date_day,revenue,Facebook Cost,Google Ads Cost,Bing Ads Cost,Pinterest Cost,Snapchat Cost,TikTok Cost,Influencer Cost,TikTok Influencers,Tatari,MNTN,Direct Mail,SMS Cost,Collab Spend,CJ Commissions,Fig Spend,Facebook - Loyalty,Linkby Spend,Google Ads - Retention Spend,Ad Credits,Sale,Mystery Box,SMS Sends,Email Campaign Delivery,Email Campaign Opens,Email Campaign Clicks,Email Flow Delivery,Email Flow Opens,Email Flow Clicks,Organic Impressions,Solid Color Launch,Print Launch,Product Launch
2021-05-07,97981.74,52439.86,10331.47,821.41,3610.97,4174.46,0,0,0,0,0,0,2052.677419,0,28.371,0,504.21,0,176.72,0,0,0,6766,149,76,299,26155,6384,29649,6483.87,0,0,0
2021-05-08,113415.77,55530.54,10333.71,704.26,3614.1,4433.63,0,0,0,0,0,0,2052.677419,0,38.917,0,527.8,0,112.3,0,0,0,6681,885854,8816,198831,20459,4180,22314,6483.87,0,0,0
2021-05-09,112808.76,39614.89,9709.24,727.45,3610.54,4459.33,0,0,0,0,0,0,2052.677419,0,42.091,0,501.82,0,89.37,0,0,0,7144,0,0,0,19709,3935,19481,6483.87,0,0,0
2021-05-10,103822.98,40573.3,8905.26,1002.22,3551.69,3787.27,0,2000,0,0,0,0,2052.677419,0,32.834,0,495.44,0,146.42,0,0,0,6213,150,95,508,25781,7031,28543,6483.87,0,0,0
2021-05-11,95565.82,44507.3,8497.21,1154.18,2970.19,3563.26,0,0,0,0,0,0,2052.677419,0,12.184,0,503.79,0,151,0,0,0,5842,0,0,0,21754,6604,26822,6483.87,0,0,0
2021-05-12,93529.27,43483.3,8225.05,859.23,2969.52,3669.08,0,500,0,0,0,0,2052.677419,0,26.918,0,483.26,0,170.95,0,0,0,284983,150,96,362,21100,6062,25282,6483.87,0,0,0
2021-05-13,138142.56,46864.01,8032.74,704.25,2970,3654.15,0,14500,0,0,0,0,2052.677419,0,34.73,0,502.19,0,160.48,0,0,0,6142,6906,1087,6596,30073,6782,34893,6483.87,0,0,0
2021-05-14,130783.48,44798.03,7985.11,695.54,2970,3668.12,0,3250,0,0,0,0,2052.677419,0,221.226,0,502.06,0,184.82,0,0,0,96972,798358,12307,221983,31977,7895,40412,6483.87,0,0,0
2021-05-15,114735.37,48294.03,8729.78,533.45,2970,3678.69,0,6000,0,0,0,0,2052.677419,0,69.291,0,511.44,0,101.25,0,0,0,17498,0,0,0,24057,5300,27622,6483.87,0,0,0
2021-05-16,123869.41,45690.46,9031.49,575.16,2970,3667.04,0,1300,0,0,0,0,2052.677419,0,217.129,0,500.35,0,103.93,0,0,0,110261,0,0,0,19726,4304,20465,6483.87,0,0,0
2021-05-17,93647.41,46215.96,8770.03,685.07,2970,3677.88,0,0,0,0,0,0,2052.677419,0,92.031,0,486.46,0,111.49,0,0,0,6509,288,374,992,26635,7626,33108,6483.87,0,0,0
2021-05-18,292976.34,49235.43,9648.08,889.39,2970,3678.18,0,5000,0,0,0,0,2052.677419,0,116.582,0,506.58,0,116.5,0,0,0,617950,1096280,31346,288034,38752,9677,45264,6483.87,0,1,0
2021-05-19,207485.38,65703.83,9760.63,872.65,3332.25,3679.04,0,7000,0,0,0,0,2052.677419,0,93.632,0,489.5,0,120.26,0,0,0,10686,147,146,473,33754,8336,41739,6483.87,0,2,0
2021-05-20,222159.18,62647.03,11424.58,807.87,3770,3679.84,0,7700,0,0,0,0,2052.677419,0,61.393,0,492.36,0,135.99,0,0,0,8784,0,0,0,37522,10999,49660,6483.87,0,3,0
2021-05-21,187281.85,64990.11,12150.96,767.8,3770,3671.41,0,6000,0,0,0,0,2052.677419,0,71.165,0,514.68,0,145.35,0,0,0,7294,147,56,289,31688,10579,45463,6483.87,0,4,0
2021-05-22,172116.79,67528.79,13093.84,561.3,3770,3682.87,0,0,0,0,0,0,2052.677419,0,51.016,0,510.07,0,117.75,0,0,0,6196,1104150,12023,252293,26936,6505,31691,6483.87,0,5,0
2021-05-23,196548.18,61888.27,14979.16,630.27,3770,3661.9,0,2500,0,0,0,0,2052.677419,0,78.703,0,503.33,0,109.83,0,0,0,5429,0,0,0,28602,5743,29118,6483.87,0,6,0
2021-05-24,157987.48,56190.09,13678.57,800.72,3770,3678.35,0,5000,0,0,0,0,2052.677419,0,62.772,0,484.14,0,124.91,0,0,0,6604,147,100,459,33009,12152,47571,6483.87,0,7,0
2021-05-25,148623.2,57407.97,12474.68,917.65,4334.33,5474.85,0,1900,0,0,0,0,2052.677419,0,73.382,0,496.13,0,137.4,0,0,0,6517,794254,10586,225140,31481,10040,43396,6483.87,0,8,0
2021-05-26,168588.36,57429.81,11039.27,915.42,4570,5439.41,0,28750,0,0,0,0,2052.677419,0,63.652,0,486.11,0,148.14,0,0,0,8394,148,93,557,34216,10143,45772,6483.87,0,9,0
2021-05-27,162866,58719.47,10226.98,1070.93,4570,5444.49,0,21000,0,0,0,0,2052.677419,0,73.802,0,502.56,0,124.31,0,0,0,8752,0,0,0,36266,10795,46070,6483.87,0,10,0
2021-05-28,320118.39,60360.98,11044.15,1017.08,4570,5442.21,0,15000,0,0,0,0,2052.677419,0,96.28,0,515.96,0,124.94,0,0.5,0,36728,1117103,21982,268876,38101,8110,40615,6483.87,0,11,0
2021-05-29,342431.94,63699.37,11840.73,780.33,4570,6144.01,0,0,0,0,0,0,2052.677419,0,159.808,0,511.77,0,96.73,0,1.5,0,619680,1114735,16889,179797,39106,8669,44644,6483.87,0,12,0
2021-05-30,229238.3,60510.03,13127.57,778.49,4570,6169.04,0,0,0,0,0,0,2052.677419,0,141.868,0,502.81,0,114.5,0,1.5,0,13322,0,0,0,36918,5353,33897,6483.87,0,13,0
2021-05-31,346352.9,60559.59,13331.93,767.73,4570,6150.42,0,0,0,0,0,0,2052.677419,0,190.558,0,503.29,0,142.54,0,1.5,0,513088,857255,11136,155004,44777,12021,55108,6483.87,0,14,0
2021-06-01,128424.17,55133.95,12418.2,971.63,4570,6114.2,0,12667,0,0,0,0,1081.766667,0,128.898,0,484.82,0,241.31,0,0,0,126653,152,137,452,44746,19062,72016,8200,0,15,0
2021-06-02,147683.11,56163,11115.05,871.24,4570,6140.37,0,0,0,0,0,0,1081.766667,0,39.193,0,484.88,0,347.41,0,0,0,6143,4,0,0,35979,9429,41395,8200,0,16,0
2021-06-03,140732.86,57829.9,10899.42,977.18,4570,6014.37,0,7000,0,0,0,0,1081.766667,0,53.231,0,505.39,0,328.34,0,0,0,7791,865931,17716,206826,36704,9022,42657,8200,0,17,0
2021-06-04,346143.88,56795.01,10517.87,917.58,4570,5755.38,0,0,0,0,0,0,1081.766667,0,107.79,0,493.4,0,283.78,0,0,0,632610,1124998,23223,249055,42813,9180,49480,8200,0,18,0
2021-06-05,167380.74,60767.88,11151.04,718.13,4570,5997.94,0,11500,0,0,0,0,1081.766667,0,130.732,0,525.41,0,220.09,0,0,0,10277,0,0,0,39477,9804,47130,8200,0,19,0
2021-06-06,244221.62,61794.18,12883.74,743.71,4570,5865.47,0,7500,0,0,0,0,1081.766667,0,156.863,0,503.83,0,195.88,0,0,0,11687,0,0,0,32620,7055,35107,8200,0,20,0
2021-06-07,221786.76,67530.27,13173.01,1097.6,4570,6032.7,0,8650,0,0,0,0,1081.766667,0,62.147,0,481.84,0,338.32,0,0,0,11284,149,90,300,37228,12116,51595,8200,0,21,0
2021-06-08,226220.44,73036.82,13597.51,1106.65,4570,7418.43,0,2000,0,0,0,0,1081.766667,0,102.448,0,501.63,0,355.03,0,0,0,10977,876294,11562,228760,46188,14525,63740,8200,0,22,0
2021-06-09,251001.31,72987.78,13520.9,1269.32,4570,7801.35,0,24850,0,0,0,0,1081.766667,0,175.537,0,480.24,0,229.63,0,0,0,11850,144,0,450,45766,16100,64688,8200,0,23,0
2021-06-10,246910.37,72955.25,13930.93,914.91,4570,7826.26,0,7450,0,0,0,0,1081.766667,0,116.979,0,501.28,0,234.78,0,0,0,175197,0,0,0,47505,13249,60804,8200,0,24,0
2021-06-11,206643.93,69421.25,15043.99,1045.7,4570,7802.67,0,800,0,0,0,0,1081.766667,0,64.831,0,503.36,0,239.42,0,0,0,45713,154,55,407,43127,11471,54660,8200,0,25,0
2021-06-12,207056.62,69681.83,14837.77,678.1,4570,7221.93,0,6000,0,0,0,0,1081.766667,0,138.799,0,527.82,0,158.97,0,0,0,11575,0,0,0,39299,10260,49741,8200,0,26,0
2021-06-13,211832.14,65287.5,17029.22,614.31,4570,7407.28,0,0,0,0,0,0,1081.766667,0,120.518,0,501.09,0,161.09,0,0,0,11687,872590,6431,193996,39363,10232,46770,8200,0,27,0
2021-06-14,280796.73,63930.51,16324.69,1099.58,4570,6714.44,0,0,0,0,0,0,1081.766667,0,326.398,0,492.28,0,193.23,0,0,0,11667,298,251,1172,64508,23980,86796,8200,0,28,0
2021-06-15,311542.94,64531.57,16515.35,1062.61,4966.96,6281.25,0,3000,0,0,0,0,1081.766667,0,225.66,0,487.92,0,193.7,0,0,0,241607,899441,15144,239588,54588,13646,63867,8200,0,12,0
2021-06-16,194821.89,71676.51,15011.1,969.39,5170,6599.89,0,4250,0,0,0,0,1081.766667,0,144.53,0,497.53,0,195.04,0,0,0,10337,155,91,467,46509,17173,68574,8200,0,13,0
2021-06-17,217367.58,73284.75,13723.43,893.44,5170,7001.14,0,3000,0,0,0,0,1081.766667,0,112.996,0,497.91,0,151.71,0,0,0,9853,0,0,0,50899,16485,67610,8200,0,14,0
2021-06-18,217863.87,74932.15,11654.55,992.01,5170,7434.68,0,17500,0,0,0,0,1081.766667,0,136.054,0,511.7,0,119.59,0,0,0,9722,154,80,360,39326,12160,52744,8200,0,15,0
2021-06-19,189679.73,77541.28,17972.03,468.75,5170,7367.04,0,0,0,0,0,0,1081.766667,0,88.596,0,511.57,0,86.2,0,0,0,22641,0,0,0,34709,7504,39472,8200,0,16,0
2021-06-20,193817.83,72928.83,22386.4,528.78,5170,6775.09,0,1500,0,0,0,0,1081.766667,0,109.736,0,494.21,0,57.1,0,0,0,10655,0,0,0,29051,5928,30991,8200,0,17,0
2021-06-21,187090.93,66737.08,13188.45,797.24,5170,5665.57,0,1650,0,0,0,0,1081.766667,0,83.617,0,485.35,0,78.56,0,0,0,69620,653850,8102,141419,43038,15570,61775,8200,0,18,0
2021-06-22,172549.72,57272.81,13287.3,579.96,5170,5703.35,0,4500,0,0,0,0,1081.766667,0,72.444,0,495.18,0,82.66,0,0,0,36511,0,0,0,38996,12398,51865,8200,0,19,0
2021-06-23,128241.03,56146.6,8985.95,492.4,5170,5293.47,0,2885,0,0,0,0,1081.766667,0,54.125,0,495.07,0,77.17,0,0,0,7402,31430,1859,18222,32568,10693,44595,8200,0,20,0
2021-06-24,143226.54,56761.94,9755.4,543.98,5170,4913.74,0,6500,0,0,0,0,1081.766667,0,23.217,0,502.96,0,83.63,0,0,0,6810,0,0,0,31597,11112,45449,8200,0,21,0
2021-06-25,192325.47,57680.53,11492.03,866.5,5170,4916,0,8800,0,0,0,0,1081.766667,0,68.461,0,502.91,0,77.46,0,0,0,6960,25765,9980,23427,36206,9684,45237,8200,0,22,0
2021-06-26,204546.19,59976.72,12674.7,564.75,5170,4979.04,0,13250,0,0,0,0,1081.766667,0,157.484,0,524.32,0,40.73,0,0,0,30687,908314,8746,187485,25938,7193,32555,8200,0,23,0
2021-06-27,183808.03,56159.29,12551.56,609.95,5170,5107.68,0,0,0,0,0,0,1081.766667,0,105.356,0,488.22,0,37.11,0,0,0,8232,0,0,0,21374,5295,25198,8200,0,24,0
2021-06-28,200365.21,51511.15,10050.19,967.12,4707.36,5040.89,0,0,0,0,0,0,1081.766667,0,79.327,0,478.71,0,53.72,0,0,0,6796,155,90,397,38083,13377,50923,8200,0,25,0
2021-06-29,223457.55,49553.77,9877.83,1040.42,4453.92,5149.63,0,24000,0,0,0,0,1081.766667,0,68.038,0,493.94,0,53.55,0,0,0,190781,21335,1735,7401,36050,11495,46936,8200,0,26,0
2021-06-30,196951.75,62156.02,10040.78,757.36,4570,5449.07,0,8000,0,0,0,0,1081.766667,0,100.745,0,492.13,0,56.93,0,0,0,7546,1833277,28308,560404,36635,15169,59546,8200,0,27,0
2021-07-01,168856.96,63945.55,9733.74,1021.34,4570,5573.67,0,1500,0,0,0,0,800.3548387,0,87.602,0,496.07,0,94.91,0,0,0,9364,191,0,446,35363,12078,47774,6483.87,0,28,0
2021-07-02,198475.47,65129.14,9824.87,857.6,4570,5748.63,0,1500,0,0,0,0,800.3548387,0,118.173,0,508.32,0,92.37,0,0,0,272792,1108690,14387,249914,33355,11045,47158,6483.87,0,0,0
2021-07-03,167034.4,68832.41,10498.76,455.59,4570,5784.68,0,0,0,0,0,0,800.3548387,0,68.159,0,542.6,0,64.77,0,0,0,11237,0,0,0,25123,6909,33111,6483.87,0,0,0
2021-07-04,187763.58,63434.59,11295.51,430.62,4570,5975.89,0,0,0,0,0,0,800.3548387,0,53.941,0,494.13,0,66.64,0,0,0,10599,843956,12484,225875,20284,4373,21641,6483.87,0,0,0
2021-07-05,188705.19,63145.36,11419.07,582.24,4170.08,5834.1,0,0,0,0,0,0,800.3548387,0,83.985,0,490.83,0,80.73,0,0,0,10718,0,0,0,26773,9569,36677,6483.87,0,0,0
2021-07-06,133718.45,65546.01,10552.47,671.75,4170,4943.5,0,0,0,0,0,0,800.3548387,0,68.765,0,480.93,0,98.37,0,0,0,8244,297,176,701,32527,15580,56357,6483.87,0,0,0
2021-07-07,162897.27,67709.19,10534.24,746.96,4170,4852.5,0,16500,0,0,0,0,800.3548387,0,37.569,0,493.03,0,79.14,0,0,0,124520,858057,17677,287022,29798,8486,37461,6483.87,0,0,0
2021-07-08,143399.86,69127.93,10296,574.48,4170,4761.93,0,750,0,0,0,0,800.3548387,0,15.61,0,488.79,0,78.4,0,0,0,7808,0,0,0,26234,7183,33119,6483.87,0,0,0
2021-07-09,138989.02,59775.92,10559.44,609.2,4170,4211.53,0,4500,0,0,0,0,800.3548387,0,42.875,0,442.84,0,68.89,0,0,0,7770,154,76,328,27737,8186,36334,6483.87,0,0,0
2021-07-10,139626.73,79253.07,11288,558.84,4170,4502.99,0,0,0,0,0,0,800.3548387,0,23.519,0,578.94,0,43.94,0,0,0,24528,855526,6470,182534,24403,6039,30577,6483.87,0,0,0
2021-07-11,147890.37,71658.78,11731.88,643.72,4170,4668.28,0,0,0,0,0,0,800.3548387,0,48.35,0,508.39,0,30.01,0,0,0,33231,0,0,0,19661,5433,23946,6483.87,0,0,0
2021-07-12,141390.42,59731.88,10335.43,800.05,4170,4706.69,0,13000,0,0,0,0,800.3548387,0,78.232,0,490.7,0,29.31,0,0,0,7012,154,97,320,26786,8359,32059,6483.87,0,0,0
2021-07-13,162605.36,55488.6,10169.92,979.72,4170,4583.82,0,0,0,0,0,0,800.3548387,0,23.388,0,494.83,0,36.84,0,0,0,7296,868910,12523,173423,25164,6814,29867,6483.87,0,0,0
2021-07-14,208802.54,55722.33,11019.38,648.78,4170,4487.37,0,0,0,0,0,0,800.3548387,0,45.824,0,503.19,0,42.64,0,0,0,144925,27072,3203,14254,24822,6657,29834,6483.87,0,1,0
2021-07-15,175524.68,47106.78,10648.46,849.48,3970.64,3162.88,0,0,0,0,0,0,800.3548387,0,59.3,0,331.1,0,59.15,0,0,0,193258,610421,17229,166542,27252,7872,35773,6483.87,0,2,0
2021-07-16,170888.5,45537.29,11075.27,621.05,3720.1,3162.77,0,2700,0,0,0,0,800.3548387,0,41.375,0,248.98,0,86.84,0,0,0,361051,408629,8098,95737,30450,6629,34482,6483.87,0,3,0
2021-07-17,146071.41,48122.76,11066.88,476.98,3720,3179.54,0,0,0,0,0,0,800.3548387,0,61.874,0,246.6,0,89.73,0,0,0,9058,868819,9163,229408,28197,5387,29022,6483.87,0,4,0
2021-07-18,142281.59,46771.44,11236.17,655.23,3720,3176.02,0,0,0,0,0,0,800.3548387,0,68.999,0,255.11,0,80.4,0,0,0,9171,0,0,0,23465,4814,24990,6483.87,0,5,0
2021-07-19,124477.77,43990.27,11072.12,656.35,3720,3163.13,0,18500,0,0,0,0,800.3548387,0,19.98,0,240.85,0,126.81,0,0,0,7598,155,79,349,28583,8751,37207,6483.87,0,6,0
2021-07-20,125359.31,43943.19,10193.9,902.1,3720,3083.74,0,3000,0,0,0,0,800.3548387,0,32.224,0,236.66,0,131.24,0,0,0,7071,1,6,11,23191,5209,26585,6483.87,0,7,0
2021-07-21,122133.85,43617.82,9571.9,793.39,3720,3027.94,0,13300,0,0,0,0,800.3548387,0,22.281,0,247.23,0,148.18,0,0,0,6863,156,78,342,23949,4697,26309,6483.87,0,8,0
2021-07-22,127033.32,44270.82,8809.37,831.87,3720,3003.75,0,11167,0,0,0,0,800.3548387,0,20.33,0,256.72,0,112.24,0,0,0,357865,0,0,0,22758,5016,26537,6483.87,0,9,0
2021-07-23,118337.64,45033.91,8706.03,676.02,3699.51,2988.46,0,5000,0,0,0,0,800.3548387,0,46.133,0,247.46,0,119.04,0,0,0,6330,300,115,788,20755,5011,23218,6483.87,0,10,0
2021-07-24,132501.04,47594.8,9542.98,663.47,3700.68,2996.56,0,5000,0,0,0,0,800.3548387,0,21.633,0,265.97,0,95.51,0,0,0,191573,864959,8127,203334,19441,3744,19993,6483.87,0,11,0
2021-07-25,150898.15,44201.5,9779.09,653.61,3711.43,2996.43,0,0,0,0,0,0,800.3548387,0,15.771,0,246.88,0,61.92,0,0,0,7502,0,0,0,22966,4522,22544,6483.87,0,12,0
2021-07-26,137405.92,43711.62,8741.81,733.19,3720,2986.55,0,1000,0,0,0,0,800.3548387,0,15.31,0,237.76,0,106.32,0,0,0,5856,340608,4435,139927,23123,7203,32190,6483.87,0,13,0
2021-07-27,109144.22,42639.52,7677.17,754.62,3720,2914.46,0,8000,0,0,0,0,800.3548387,0,46.729,0,242.61,0,120.13,0,0,0,184716,157,63,224,21988,6634,28799,6483.87,0,14,0
2021-07-28,356846.74,44350.79,7870.91,649.37,3719.83,2997.49,0,4000,0,0,0,0,800.3548387,0,33.97,0,250.19,0,132.61,0,0,0,8961,157,126,348,25545,4819,24745,6483.87,1,15,0
2021-07-29,118532.38,42469.45,7257.16,566.14,3720,3021.65,0,0,0,0,0,0,800.3548387,0,12.478,0,255.33,0,102.62,0,0,0,6509,886224,17139,311631,25494,5753,32628,6483.87,2,16,0
2021-07-30,107724.8,44867,7920.43,598.36,3720,3029.98,0,1500,0,0,0,0,800.3548387,0,36.681,0,245.35,0,90.43,0,0,0,76313,302,80,679,35396,10784,44486,6483.87,3,17,0
2021-07-31,134920.24,48895.69,8147.35,454.83,3720,3027.09,0,1250,0,0,0,0,800.3548387,0,53.517,0,271.88,0,82.54,0,0,0,7289,0,0,0,22961,5457,26894,6483.87,4,18,0
2021-08-01,110578.3,49747.31,8290.09,455.8,3720,3026.55,0,0,0,0,0,0,1017.645161,0,44.875,0,249.39,0,94.3,0,0,0,6818,0,0,0,16889,2735,16260,4354.84,5,19,0
2021-08-02,101318.26,50277.02,7737.58,538.25,3720,3015.28,0,2500,0,0,0,0,1017.645161,0,42.772,0,245.92,0,124.98,0,0,0,6309,158,107,327,23515,7262,30151,4354.84,6,20,0
2021-08-03,116291.54,45672.6,7958.11,528.9,3720,2988.26,0,12500,0,0,0,0,1017.645161,0,27.846,0,238.96,0,106.35,0,0,0,6405,857266,14788,216764,19266,5179,24148,4354.84,7,21,0
2021-08-04,89798.19,45784.56,7621.56,623.62,3720,2988.7,0,5000,0,0,0,0,1017.645161,0,32.314,0,255.05,0,116.47,0,0,0,5164,158,78,268,23818,4880,25750,4354.84,8,22,0
2021-08-05,89922.97,39403.03,6634.79,559.94,3428.6,2944.39,0,4300,0,0,0,0,1017.645161,0,48.504,0,255.79,0,99.07,0,0,0,4902,0,0,0,22969,4086,22672,4354.84,9,23,0
2021-08-06,109640.81,38934.27,5941.54,460.17,3125.02,2613.9,0,15500,0,0,0,0,1017.645161,0,30.815,0,243.29,0,69.6,0,1.5,0,5503,852711,8942,255321,22969,4148,22300,4354.84,10,24,0
2021-08-07,177157.18,41662.53,6819.47,408.88,3125,2847.1,0,0,0,0,0,0,1017.645161,0,283.669,0,261.6,0,57.06,0,1.5,0,689034,847928,8792,188066,23563,3922,22143,4354.84,11,25,0
2021-08-08,171422.43,39935.31,6687.6,516.3,3125,2962.19,0,0,0,0,0,0,1017.645161,0,279.72,0,246.41,0,75.4,0,1.5,0,9251,0,0,0,18289,3546,19587,4354.84,12,26,0
2021-08-09,74008.95,35023.44,5885.03,531.16,3125,3029.3,0,0,0,0,0,0,1017.645161,0,10.9,0,239.77,0,78.21,0,0,0,6343,156,107,339,25605,6957,29516,4354.84,13,27,0
2021-08-10,90040.1,30983.23,6407.74,508.96,2486.73,1972.95,0,0,0,0,0,0,1017.645161,0,26.857,0,249.15,0,109.43,0,0,0,16141,0,0,0,22295,4805,23002,4354.84,14,28,0
2021-08-11,95741.73,31444.34,6594.71,402.68,2083.04,1876.5,0,13500,0,0,0,0,1017.645161,0,945.682,0,254.87,0,122.93,0,0,0,137402,848976,6234,199188,19835,4329,21169,4354.84,15,0,0
2021-08-12,85059.35,31660.65,6203.41,406.9,2125,1743.43,0,2000,0,0,0,0,1017.645161,0,846.176,0,247.05,0,93.08,0,0,0,6967,0,0,0,20425,3932,20826,4354.84,16,0,0
2021-08-13,83313.94,35634.49,6590.19,418.98,2125,1806.83,0,1000,0,0,0,0,1017.645161,0,70.836,0,245.89,0,91.25,0,0,0,4495,156,80,256,20435,4000,20851,4354.84,17,0,0
2021-08-14,91994.16,45380.59,6814.58,309.27,2125,1795.92,0,1000,0,0,0,0,1017.645161,0,54.027,0,266.86,0,75.53,0,0,0,4631,827980,6182,239218,18647,3617,17049,4354.84,18,0,0
2021-08-15,98117.26,45432.35,6321.23,386.43,2125,1751.38,0,0,0,0,0,0,1017.645161,0,52.905,0,248.08,0,84.64,0,0,0,5895,0,0,0,16036,3310,15685,4354.84,19,0,0
2021-08-16,76900.27,46725.62,5345.45,439.74,2125,1859.97,0,1500,0,0,0,0,1017.645161,0,46.761,0,239,0,44.41,0,0,0,4916,312,137,471,18702,5072,21272,4354.84,20,0,0
2021-08-17,103003.83,48131.04,5768.23,432.5,2125,1762.88,0,3500,0,0,0,0,1017.645161,0,74.479,0,239.35,0,56.06,0,0,0,186222,0,0,0,23662,5407,23617,4354.84,21,0,0
2021-08-18,105830.76,48948.55,5444.82,403.08,2247.57,1838.06,0,6750,0,0,0,0,1017.645161,0,47.428,0,244.7,0,72.7,0,0,0,10371,159,92,312,19042,5010,21234,4354.84,22,0,0
2021-08-19,132838.98,48224.7,8066.31,423.86,2375,1825.04,0,6500,0,0,0,0,1017.645161,0,22.396,0,256.17,0,79.28,0,0,0,26369,819361,15524,256815,18838,4956,22153,4354.84,23,0,0
2021-08-20,118441.75,46177.77,5938.13,415.35,2375,1851.92,0,4000,0,0,0,0,1017.645161,0,44.547,0,248.95,0,59.57,0,0,0,8467,159,179,413,23245,5769,26367,4354.84,24,1,0
2021-08-21,93991.48,45698.87,6172.46,393.63,2375,1852.37,0,3500,0,0,0,0,1017.645161,0,31.33,0,273.75,0,36.76,0,0,0,5048,0,0,0,18222,3810,19231,4354.84,25,2,0
2021-08-22,100714.41,40474.93,6283.18,432.1,2375,1879.32,0,0,0,0,0,0,1017.645161,0,33.184,0,251.17,0,47.5,0,0,0,144518,0,0,0,16389,3019,15624,4354.84,26,3,0
2021-08-23,122321.38,33865.18,5497.97,575.22,2375,1871.62,0,6400,0,0,0,0,1017.645161,0,46.715,0,241.19,0,57.78,0,0,0,6784,771816,15908,210876,21820,6695,28700,4354.84,27,4,0
2021-08-24,96642.85,30534.6,5613.05,680.15,2375,1868.81,0,1800,0,0,0,0,1017.645161,0,30.919,0,250.73,0,63.78,0,0,0,4773,0,0,0,22166,6400,27568,4354.84,28,5,0
2021-08-25,131138.55,30875.26,5356.53,665.82,2375,1880.48,0,25000,0,0,0,0,1017.645161,0,51.82,0,252.54,0,39.85,0,0,0,6335,483349,7019,137601,22246,5703,25198,4354.84,0,6,0
2021-08-26,451060.47,39386.93,6490.1,747.59,2375,1880.12,0,40000,0,0,0,0,1017.645161,0,105.565,0,254.34,0,56.52,0,0,0,635433,1003883,19320,277383,27764,7268,35388,4354.84,0,7,0
2021-08-27,231225.06,44040.9,6595.14,458.74,2375,1883.57,0,2250,0,0,0,0,1017.645161,0,99.833,0,251.87,0,110.5,0,0,0,74242,158,92,528,33905,9607,45834,4354.84,0,8,0
2021-08-28,194732.27,47890.45,7372.93,505.15,2375,1886.35,0,5000,0,0,0,0,1017.645161,0,108.488,0,248.16,0,98.66,0,0,0,10323,939871,8523,190305,32148,9054,41978,4354.84,0,9,0
2021-08-29,161999.65,45211.88,6675.48,489.39,2375,1865.78,0,0,0,0,0,0,1017.645161,0,38.915,0,248.19,0,113.35,0,0,0,10025,0,0,0,32282,7879,35573,4354.84,0,10,0
2021-08-30,300846.04,45464.24,6768.35,589.48,2375,1874.61,0,38667,0,0,0,0,1017.645161,0,79.609,0,242.91,0,136.76,0,0,0,688726,1004512,18581,296042,37258,13633,53579,4354.84,0,11,1
2021-08-31,165939.34,53539.59,6591.34,522.7,2375,1879.02,0,10100,0,0,0,0,1017.645161,0,43.601,0,241.56,0,200.11,0,0,0,9771,143,91,327,39317,15725,57904,4354.84,0,12,2
2021-09-01,168214.85,65894.21,6810.5,519.22,2375,1881.08,0,0,0,0,0,0,788.4,0,95.662,0,254.6,0,204.2,0,0,0,10364,160,101,284,31985,9046,39011,4500,0,13,3
2021-09-02,316709.36,65255.31,7225.27,577.06,2375,1866.29,0,3667,0,0,0,0,788.4,0,63.345,0,258.71,0,183,0,1.5,0,676523,0,0,0,33888,9306,40724,4500,0,14,4
2021-09-03,297583.21,66602.58,8770.14,546.25,2375,1879.78,0,2500,0,0,0,0,788.4,0,55.612,0,254.75,0,421.38,0,1.5,0,29424,1013125,24868,238398,38781,12049,50504,4500,0,15,5
2021-09-04,285793.12,72188.64,8787.25,490.3,2375,1876.93,0,0,0,0,0,0,788.4,0,268.13,0,249.28,0,337.5,0,1.5,0,26240,263,7,672,37745,8154,41300,4500,0,16,6
2021-09-05,302134.24,69484.23,9647.69,509.73,2375,1879.28,0,0,0,0,0,0,788.4,0,287.176,0,253.19,0,419.21,0,1.5,0,28770,0,0,0,31643,7355,31174,4500,0,17,7
2021-09-06,490056.29,69588.94,11481.89,589.97,2375,4165.35,0,0,0,0,0,0,788.4,0,1053.649,0,252.3,0,606.58,0,1.5,0,701341,814321,15193,184872,37228,8908,43612,4500,0,18,8
2021-09-07,135955.52,56625.08,8911.04,617.17,2407.35,4354.98,0,2250,0,0,0,0,788.4,0,455.991,0,251.32,0,398.71,0,0,0,11928,0,0,0,43306,17607,69128,4500,0,19,9
2021-09-08,95124.79,48409.07,8207.9,698.45,2475.01,4380.35,0,0,0,0,0,0,788.4,0,31.363,0,251.24,0,388.57,0,0,0,9850,0,0,0,30042,12207,47121,4500,0,20,10
2021-09-09,103559.73,42822.45,8842,641.64,2475,4353.52,0,6300,0,0,0,0,788.4,0,41.295,0,250.71,0,392.13,0,0,0,4259,822142,9585,254279,26797,9155,36582,4500,0,21,11
2021-09-10,139373.04,45718.59,7875.95,599.89,2475,3854.55,0,0,0,0,0,0,788.4,0,43.868,0,252.12,0,397.93,0,0,0,17983,163,87,316,29174,12258,43319,4500,0,22,12
2021-09-11,127080.47,46044.61,7376.51,462.18,2475,4366.83,0,0,0,0,0,0,788.4,0,55.756,0,239.12,0,341.16,0,0,0,5877,0,0,0,24421,6630,32286,4500,0,23,13
