index,day_date,revenue,fb_adv,fb_awareness,fb_consideration,fb_intent,fb_loyalty,ga_brand,ga_other,ga_nonbrand,ga_shoppmax,tiktok_cost,influencer_cost,other_cost,sale_status,mb_status,email_sms_campaign,organic_impressions,solidcolor_launch,print_launch,product_launch
725,12/26/22,183325.68,1027.65,7720.92,1890.8,1084.01,0,2238.11,391.13,365.28,1923.26,1500,0,238.49,2,0,1715765,40948,0,0,0
726,12/27/22,132902.36,998,10408.55,2773.41,1051.79,0,1916.88,721.16,313.65,2770.01,1893.3,700,193.66,2,0,3321,37647,0,0,0
727,12/28/22,95556.58,975.59,10999.02,2951.08,1027.41,0,1874.66,912.4,257.89,3069.54,2000,500,264.12,2,0,1550117,33771,0,0,0
728,12/29/22,128328.83,970.28,10948.61,2947.44,1021.52,0,1717.79,1019.27,332.2,3389.88,3462.18,2000,237.19,2,0,230059,33058,0,0,0
729,12/30/22,103946.14,978.88,10991.85,2953.63,1024.53,0,1605.78,674.14,310.31,3326.75,3965.33,600,327.37,2,0,1570820,32122,0,0,0
730,12/31/22,153205,970.46,11006.03,2936.65,1002.16,0,1697.44,827.47,370.42,3611.31,3971.01,337.545,338.76,2,0,1856829,35139,0,0,0
731,1/1/23,119117.8,1067.82,11964.38,3189.47,1125.02,0,1514.26,1138.99,426.2,3656.71,3981.42,0,289.71,2,0,0,31003,0,0,0
732,1/2/23,98242.33,506.97,10896.3,2209.3,1078.72,0,1827.65,1084.04,495.69,3671.12,3925.29,0,83,2,0,3298,33239,0,0,0
733,1/3/23,92472.08,494.17,10641.9,2128.93,1044.86,0,2014.82,1016.25,425.15,3876.36,3954.63,400,124.29,2,0,1590560,36125,0,0,0
734,1/4/23,83124.38,482.88,9973.85,1642.78,1026.64,0,1702.35,896.22,474.44,3335.56,4856.21,5250,117.28,2,0,1692902,35274,0,0,0
735,1/5/23,115825.58,482.56,9948.99,1480.57,1022.01,0,1591.1,776.61,493.35,3149.47,4928.49,3700,226.12,2,0,1169888,33820,0,0,0
736,1/6/23,92243.69,489.47,10225.54,1475.73,1034.31,0,1472.69,709.11,470.94,3089.69,4959.36,0,253.43,2,0,1555204,32004,0,0,0
737,1/7/23,98986.06,486.3,10204.31,1472.31,1018.44,0,1550.18,577.7,631.06,3314.04,5000,0,196.8,2,0,1571081,34209,0,0,0
738,1/8/23,161190.03,535.19,11469.3,1661.34,1127.64,0,1752.03,581.11,818.71,3763.03,3474.73,0,398.01,2,0,124670,34591,0,0,0
739,1/9/23,43613.45,613.55,5990.94,922.15,1079.21,0,1478.14,443.74,506.94,3089.39,2966.59,2550,402.06,0,0,1549791,32643,0,0,0
740,1/10/23,54113.43,505.74,5860.22,903.74,1056.59,0,1400.68,424.39,502.59,2926.85,2968.51,0,152.74,0,0,1753300,32085,0,0,0
741,1/11/23,78415.85,490.58,6361.17,876.39,1026.81,0,1552.91,406.21,523.17,2778.69,2966.96,3000,169.57,0,0,0,31262,0,0,0
742,1/12/23,101525.47,483.65,6799.4,867.91,1014.36,0,1912.23,415.72,526.08,2672.38,2454.46,250,106.4,0,0,251565,30865,0,0,0
743,1/13/23,88372.62,491.92,6947.28,881.33,1022.6,0,1487.65,373.79,574.64,2582.32,1987.31,1900,133.05,0,0,74305,29565,0,0,0
744,1/14/23,63355.18,494.26,7021.69,883.59,1022.79,0,1479.38,303.58,632.96,2851.11,1979.42,0,406.32,0,0,1456119,30243,0,0,0
745,1/15/23,69725.71,545.81,7652.55,980.82,1144.94,0,1499.9,331.26,803.75,2734.35,1975.78,0,93.01,0,0,1385821,31031,0,0,0
746,1/16/23,50158.5,518.04,7262.96,930.1,1086.16,0,1549.46,323.06,579.6,2676.37,1977.97,0,82.31,0,0,0,30213,0,0,0
747,1/17/23,53375.71,502.94,7076.08,903.03,1063.08,0,1311.02,380.28,545.57,2735.46,1978.61,2500,115.18,0,0,91256,28331,0,0,0
748,1/18/23,113612.81,484.4,6881.29,874.79,1025.91,0,1508.54,312.45,591.68,2547.87,1983.36,0,142.25,0,0,1536304,30988,0,3,0
749,1/19/23,236157.99,483.37,9224.91,1663.66,1014.07,0,1920.22,334.62,559.76,2660.3,1979.13,5950,186.4,0,0,1848694,32119,0,2,0
750,1/20/23,160564.21,481.45,10139.12,1830.66,1013.61,0,1285.19,469.95,463.15,2848.34,1990.37,18000,324.13,0,0,1001686,29216,0,1,0
751,1/21/23,144622.84,483.99,10341.77,1831.68,1002.23,0,1460.49,462.96,521.37,3209.55,1990.36,7700,155.21,0,0,0,32406,0,0,0
752,1/22/23,164411.73,541.36,11267.58,2057.34,1140.66,0,1445.96,479.47,586.95,3062.4,1983.57,0,250.3,0,0,1456139,32742,0,0,0
753,1/23/23,87216.01,403.93,10299.55,1740.37,1082.65,0,1462.44,532.14,574.88,2864.18,1973.85,6750,108.62,0,0,60,29902,0,0,0
754,1/24/23,105722.31,204.71,9020.31,1419.07,1058.73,0,1590.17,504.46,535.36,3317.08,1983.09,2500,137.43,0,0,725376,30968,0,0,0
755,1/25/23,82388.99,198.12,8515.96,1369.82,1021.2,0,1435.66,416.4,550.53,2954.4,1984.06,2600,235.54,0,0,696,29044,0,0,0
756,1/26/23,86486.5,198.54,8771.96,1368.65,1019.04,0,1488.49,411.32,567.63,3125.79,1984.67,7000,156.52,0,0,1061748,26009,0,0,0
757,1/27/23,154977.46,198.45,8779.77,1372.35,1018.32,0,1600.58,414.21,535.46,3152.03,1985.6,4500,240.54,0,1,32,26625,0,0,0
758,1/28/23,95840.54,198.11,8849.36,1373.11,1009.4,0,1315.97,330.65,560.67,3350.45,1990.04,0,116.17,0,0,1571785,28606,0,0,0
759,1/29/23,96821.38,214.68,9553.44,1500.74,1129.84,0,1513.49,332.01,702.49,3530.03,2000,0,146.61,0,0,1599690,26406,0,0,0
760,1/30/23,71192.27,205.06,9096.03,1428.97,1071.19,0,1315.77,352.91,500.8,3233.1,2000,300,129.03,0,0,1780,25941,0,0,0
761,1/31/23,73173.06,198.42,8888.82,1395.83,1050.77,0,1568.38,367.71,471.29,3065.11,1991.21,0,156.03,0,0,433244,26212,0,0,0
762,2/1/23,100304.6,194.45,8676.2,1360.21,1021.97,0,1614.73,304.4,540.95,3350.83,1980.44,5300,180.21,0,0,108264,27951,0,0,0
763,2/2/23,93230.88,199.54,8978.76,1381.4,1033.26,0,1741.19,272.3,488.26,3238.93,2731.32,0,159.04,0,0,464000,28696,0,0,0
764,2/3/23,84115.79,193.87,8653.38,1367.29,1023.83,0,1369.8,264.03,441.32,3157.56,2978.41,3000,114.73,0,0,995412,26231,0,0,0
765,2/4/23,90973.28,193.96,8801.9,1365.52,1019,0,1985.91,275.09,581.42,3424.21,2961.84,0,133.34,0,0,0,27109,0,0,0
766,2/5/23,83404.12,214.27,9552.98,1499.83,1124.95,0,2844.38,294.22,738.58,3301.05,2962.99,1400,233.99,0,0,33631,26910,0,0,0
767,2/6/23,67149.91,203.84,9386.89,1424.78,1067.2,0,2439.45,293.73,535.29,3034.5,2976.57,600,76.75,0,0,0,26977,0,0,0
768,2/7/23,65305.64,200.22,9399.65,1398.27,1050.58,0,2319.18,332,572.06,2935.91,2784.69,0,210.18,0,0,636377,26574,0,0,0
769,2/8/23,75324.61,479.4,8594.69,1363.16,1032.78,0,1832.66,329.46,579.79,2930.86,2971.5,0,72.45,0,0,57,27827,3,0,0
770,2/9/23,118113.19,689.08,8730.49,1360.36,1016.2,0,2016.73,395.37,593.68,2718.61,2955.93,14100,131.07,0,0,1719310,25747,2,0,0
771,2/10/23,98105.44,697.03,8847.89,1375.96,1030.24,0,2167.23,411.17,624.34,2543.51,2969.01,13700,212.11,0,0,390746,26200,1,0,0
772,2/11/23,86537.92,701.09,8980.83,1377.64,1027.99,0,2497.62,347.56,583.09,3056.14,2969.22,0,132.75,0,0,1447037,26972,0,0,0
773,2/12/23,72045.07,753.66,9597.73,1506.1,1132.17,0,2202.86,303.39,660.44,2964.76,2958.93,0,220.11,0,0,1457953,27071,0,0,0
774,2/13/23,73113.8,1478.73,8756.77,1253.37,1073.85,0,1782.44,334.34,452.87,2899.4,3410.03,1500,131.52,0,0,167533,26263,0,0,0
775,2/14/23,56909.98,2047.85,8546.51,1099.46,1053.21,0,2077.01,280.52,384.55,2886.06,3944.06,0,91.54,0,0,44002,26310,0,0,0
776,2/15/23,70646.38,1990.36,8354.81,1074.49,1022.23,0,1927.76,250.98,417.8,2864.73,3966.4,4000,157.9,0,0,1473438,25199,0,0,0
777,2/16/23,81139.99,1991.63,8337.33,1071.64,1020.86,0,1329.28,254.16,452.48,2166.2,4802,5100,107.81,0,0,615315,24081,0,0,0
778,2/17/23,100794.78,2004.14,8416,1078.12,1028.99,0,1469.47,255.38,418.14,2194.27,4907.71,5000,279.38,0,0,804950,25758,0,0,0
779,2/18/23,106916.09,2015.18,8534.32,1077.25,1018.69,469.52,1290.09,302.17,486.96,2328.25,4837.26,0,224.23,0,0,610430,26960,0,0,0
780,2/19/23,86689.01,2154.68,9136.2,1185.25,1116.63,522.07,1411.68,229.7,571.91,2758.95,1816.75,5000,178.93,0,0,90332,26865,0,0,0
781,2/20/23,84324.32,2044.09,8715.14,1125.66,1082.91,508.34,1216.91,275.22,492.94,2454.76,0,0,199.8,0,0,673416,25922,0,0,0
782,2/21/23,82880.71,1983.23,8423.17,1091.02,1030.53,500.72,1135.34,221.45,412.57,2065.12,4417.47,0,53.85,0,0,49650,26531,0,0,0
783,2/22/23,70450.47,1946.98,8589.61,1072.69,1033.27,488.78,1129.72,278.62,412.05,2044.34,4936.66,3500,84.18,0,0,57,27633,0,0,0
784,2/23/23,81132.69,1947.99,8784.04,1068.61,1013.58,490.08,1092.45,225.66,345.22,1890.35,4944.74,3050,151.44,0,0,827042,25883,0,0,0
785,2/24/23,132750.05,1963.63,8894.61,1078.2,1037.55,495.68,1295.76,204.19,390.66,1962.31,4947.31,5500,113.68,0,1,803226,26979,0,0,0
786,2/25/23,81628.4,1959.4,9040.46,1078.57,1035.53,494.33,1181.94,214.81,384.89,2266.48,4948.24,2500,94.87,0,0,296411,29011,0,0,0
787,2/26/23,77116.16,2150.88,9676.97,1184.02,1127.75,517.7,1166.84,250.77,402.58,2757.95,4938.87,0,109.91,0,0,148815,30010,0,0,0
788,2/27/23,79279.88,2049.85,9126.49,1139.1,1074.86,513.28,1330.54,241.21,364.08,2402.24,4940.9,13100,83.21,0,0,696710,29876,0,0,0
789,2/28/23,67492.47,1995.63,9045.51,1098.84,1055.41,500.7,1288.28,263.49,344.14,2602.35,4421.23,2249.32,176.95,0,0,801347,28891,0,0,0
790,3/1/23,65515.36,1956.55,8880.34,1074.54,1036.73,490.41,1163.24,221.63,357.32,2403.15,4977.53,0,149.81,0,0,82704,28578,0,0,0
791,3/2/23,71520.6,1942.43,8795.4,1066.1,1018.43,491.92,1242.53,207.96,300.11,2242.98,4972.41,750,251.93,0,0,796255,31193,0,0,0
792,3/3/23,75833.91,1945.62,8846.69,1069.52,1019.27,493.49,1358.34,260.85,313.47,2170.88,4693.85,0,177.5,0,0,65841,31953,0,0,0
793,3/4/23,73877.29,1959.04,8978.58,1067.88,1017.55,492.5,1504.95,221.54,405.71,2431.69,4932.98,1800,150.57,0,0,724086,29626,0,0,0
794,3/5/23,85011.16,2142.99,9673.16,1181.97,1129.44,522.45,1488.83,260.71,489.04,3033.63,4962.83,0,74.6,0,0,422036,31935,0,0,0
795,3/6/23,62715.98,2047.84,9255.3,1129.73,1076.69,506.93,1427.02,409.82,272.87,2491.82,3913.7,0,47.96,0,0,0,32326,0,0,0
796,3/7/23,75868.99,1995.15,8868.67,1101.81,1053.17,499.42,1874.69,329.57,354.95,3159.93,4430.51,1400,130.98,0,0,1234708,33464,0,0,0
797,3/8/23,82890.77,1965.28,8184.75,1080.34,1034.83,253.51,2093.76,437.9,413.71,3320.86,4970.42,2700,142.33,0,0,13309,39660,0,0,0
798,3/9/23,84161.41,1945.63,7590.04,1066.89,1019.75,0,2195.86,367.86,487.67,3343.87,4948.16,400,254.51,0,0,370567,42438,0,0,0
799,3/10/23,178966.48,1946.49,7630.37,1068.36,1019.63,0,2466.5,459.47,473.74,3363.65,4996.31,0,255.93,0,0,911043,43294,0,3,0
800,3/11/23,106993.75,1956.62,7711.02,1070.9,1016.49,0,2470.13,331.05,490.19,3506.69,4989.21,0,203.97,0,0,325316,43917,0,2,0
801,3/12/23,102907.8,2150.79,8332.81,1181.21,1121.43,0,2459.9,334.43,551.85,3451.07,4967.39,0,40.9,0,0,138621,44080,0,1,0
802,3/13/23,162891.1,1637.47,6935.15,1129.89,1074.4,0,2314.16,357.62,358.64,3334.96,4961.15,6000,384.87,0,0,1059940,43093,0,0,0
803,3/14/23,95619.29,1220.04,8275.11,1097.04,1043.92,0,2144.12,396.25,333.14,3080.86,4564.64,1500,236.63,0,0,141886,41285,0,0,0
804,3/15/23,105422.97,2036.27,7725.72,1077.11,1031.58,0,1932.1,323.42,340.02,3117.32,4962.03,12500,117.3,0,0,658356,40605,0,0,0
805,3/16/23,162292.2,2479.87,7870.24,1071.82,1027.34,0,2061.98,372.44,323.69,3249,4967.4,21300,194.12,0,0,578175,42177,0,0,0
806,3/17/23,153458.6,3368.13,6995.37,1068.39,1027.99,0,1985.22,401.33,292.73,2798.91,3973.18,8400,283.37,0,0,176327,42507,0,0,0
807,3/18/23,99999.31,3376.93,7062.63,1074.54,1023.34,0,1466.64,319.87,408.07,3748.34,3961.09,600,96.74,0,0,401237,42162,0,0,0
808,3/19/23,118763.2,3542.87,7490.11,1177.61,1125.64,0,1749.08,345.61,528.08,3893.96,3984.29,20400,158.74,0,0,0,45807,0,0,0
809,3/20/23,99000.83,3361.4,7132.33,1123.83,1060.89,0,2056.93,370.67,414.3,3583.96,3969.84,7000,145.18,0,0,304585,42170,0,0,0
810,3/21/23,111309.43,3294.54,6980.54,1096.82,1052.21,0,2181.38,338.01,378.48,3906.53,3801.72,7150,185.93,0,0,0,40379,0,0,0
811,3/22/23,119270.32,3213.73,6830.61,1069.32,1023.18,0,1886.37,377.27,357.27,3423.5,3968.36,4800,189.01,0.75,0,439211,39500,0,0,0
812,3/23/23,89731.83,3209.37,6819.61,1070.93,1025.71,0,1782.93,276.31,320.27,3379.54,3856.14,5200,91.04,0.75,0,219450,39902,0,0,0
813,3/24/23,148249.28,3227.95,6690.53,1077.69,1032.85,0,1611.17,243.28,294.53,3153.82,2945.99,0,288.86,0.75,1,45270,37247,0,0,0
814,3/25/23,86907.52,3250.14,6456.15,1083.8,1029.48,0,1425.44,202.02,387.2,3169.68,2992.79,0,108.7,0.75,0,0,35215,0,0,0
815,3/26/23,100081.44,3512.13,6935.09,1172.86,1122.15,0,1542.15,200.83,480.68,2955.05,2982.84,0,159.21,0.75,0,433353,33444,0,0,0
816,3/27/23,72069.14,3358.8,6648.57,1123.63,1071.14,0,1430.99,224.58,336.39,2715.62,2961.44,0,302.28,0,0,65,31888,0,0,0
817,3/28/23,58212.17,2783.71,6083.87,1096.99,1047.72,0,1320.56,279.98,339.94,2700.46,2599.6,0,139.85,0,0,7016,30082,0,0,0
818,3/29/23,61099.46,991.13,4490.6,1073.91,1024.97,0,1362.92,220.36,318.63,2583.93,1728.2,2500,153.75,0,0,506408,31079,0,0,0
819,3/30/23,77810.02,989.77,4477.64,1072.39,1024.31,0,1592.24,209.1,307.09,2940.65,1736.43,0,169.82,0,0,911441,30785,0,0,0
820,3/31/23,77640.14,993.07,4507.01,1076.77,1030.29,0,1581.12,229.33,321.22,2578.03,1740.97,0,148.34,0,0,932414,30077,0,0,0
821,4/1/23,75054.24,1004.27,4556.73,1083.18,1029.23,0,1809.46,252.92,478.85,2995.98,1736.03,0,200.14,0,0,0,31335,0,0,0
822,4/2/23,64926.71,1063.45,4863.18,1169.44,1113.29,0,1719.93,213.62,534.53,3096.76,1723.32,0,166.03,0,0,188692,32691,0,0,0
823,4/3/23,68174.42,1020.87,4881.9,1124.91,1067.34,0,1688.68,198.35,352.15,2832.78,1737.29,15500,235.56,0,0,929346,33440,0,0,0
824,4/4/23,125523.08,1649.51,5985.31,1096.16,1054.61,0,1872.11,215.05,354.52,3123.23,1739.74,3000,207.52,0,0,22017,33257,0,0,0
825,4/5/23,103642.18,2735.72,6413.46,1092.28,1049.74,0,1805.16,232.78,290.18,3286.79,2913.78,3450,107.24,0,0,29864,31945,0,0,3
826,4/6/23,90633.8,2945.53,8871.04,1088.55,1040.56,0,2330.33,249.82,313.43,2847.8,3492.31,1750,164.08,0,0,1401107,34131,0,0,2
827,4/7/23,85517.51,2925.69,9855.43,1079.32,1028.21,0,1948.71,222.44,364.7,2937.71,3621.81,1300,218.4,0,0,1185670,35274,0,0,1
828,4/8/23,81833.71,2861.97,9690.57,1049.34,996.25,0,1693.39,200.63,448.99,3534.27,3619.53,3250,225.02,0,0,1046628,35512,0,0,0
829,4/9/23,72926.52,3193.83,10681.81,1170.62,1125.71,0,1708.59,147.14,430.02,2720.11,3626.15,3250,261.65,0,0,0,33930,0,0,0
830,4/10/23,75866.55,3059.52,10371.96,1231.14,1075.28,0,2040.54,182.65,330.21,2472.35,4355.19,0,636.09,0,0,1046097,34806,0,0,0
831,4/11/23,79292.55,2982.79,10644.2,1401.72,1052.83,0,1969.45,214.77,311.91,2464.86,4596.12,3625,1004.03,0,0,106809,33976,0,0,0
832,4/12/23,107145.73,2852.58,10390.49,1369.32,1031.97,0,1656.72,225.11,282.97,2922.15,5134.05,4875,1106.21,0,0,1028937,35498,0,0,0
833,4/13/23,85818.03,2954.92,10317.87,1373.76,1029.09,344.92,2161.47,223.28,325.13,3038.93,5559.11,1250,202.57,0,0,996323,38501,0,0,0
834,4/14/23,188594.5,2961.26,9719.94,1373.61,1015.42,493.82,2014.58,263.96,414.71,3323.93,5567.33,0,588.87,0,1,99608,44450,0,0,0
835,4/15/23,102414.29,2995.1,7518.32,1388.99,1019.7,501.32,1967.3,244.9,506.98,3118.39,5621.8,2125,247.24,0,0,774103,44617,0,0,0
836,4/16/23,98868.9,3193.63,8052.02,1493.6,1130.68,519.12,1842.57,162.8,588.01,3164.41,5571.76,4375,354.66,0,0,852105,44785,0,0,0
837,4/17/23,89267.05,2925.46,7481.12,1427.25,1073.65,503.43,1825.93,219.07,478.9,3089.4,5615.89,4575,380.86,0,0,101126,42070,0,0,0
838,4/18/23,131375.15,2533.64,7214.71,1396.74,1054.95,498.1,2444.34,215.72,554.55,3224.17,5582.81,3191.666667,744.51,0,0,1270994,44097,0,0,0
839,4/19/23,98582.63,2485.69,7407.64,1370.56,1027.67,490.6,2021.62,217.94,571.05,3452.69,5598.38,1066.666667,234.77,0,0,114915,42307,0,0,0
840,4/20/23,98927.01,2477.95,7547.65,1363.19,1014.86,493.37,2040.57,197.69,494.02,3466.91,5574.62,1066.666667,286.82,0,0,703676,40921,0,0,0
841,4/21/23,121569.76,2498.34,7789.36,1191.16,1031.44,494.77,2473.72,163.9,565.08,3749.25,5572.88,2750,277.23,0,0,1058125,43363,0,0,0
842,4/22/23,125992.57,2508.03,8146.6,1080.41,1016.74,500.61,5283.5,190.41,791.01,4196.24,5596.84,2000,621.53,0,0,0,50408,0,0,0
843,4/23/23,124360.47,2760.76,8676.72,1194.61,1116.29,533.41,2699.24,201.22,776.13,3634.67,5626.56,600,690.05,0,0,861272,47275,0,0,0
844,4/24/23,116735.79,2551.61,8315.65,1129.82,1087.71,494.17,2871.57,236.35,635.54,3483.5,5567.14,2600,667.49,0,0,628158,44952,0,0,0
845,4/25/23,105877.35,2481.41,8169.92,1095.47,1049.05,498.72,2898.78,293,677.27,3961.35,5553.98,5150,402.08,0,0,424510,45482,0,0,0
846,4/26/23,124454.34,2430.86,6780,1075.19,1035.09,491.79,2894.91,356.93,572.47,3868.01,5573.58,3150,352.45,0,0,1228539,44432,0,0,0
847,4/27/23,91254.82,2520.46,6174.39,1061.56,1022.32,492.59,2947.66,349.69,579.14,3563.56,5485.87,150,248.43,0,0,0,38622,0,0,0
848,4/28/23,111788.53,2915.66,6628.7,1062.23,1010.67,481.59,2970,289.85,503.24,3728.11,5545.65,2075,598.65,0,0,696004,39018,0,0,0
849,4/29/23,116224.21,2985.42,6762.57,1081.12,1028.87,507.73,3969.95,252.42,646.92,3656.98,5568.12,1925,451.95,0,0,635543,39786,0,0,0
850,4/30/23,136728.33,3183.94,7179.37,1167.82,1118.92,516.77,4568.44,276.7,768.61,3287.44,5524.98,0,1188.92,0,0,0,42736,0,0,0
851,5/1/23,111557.55,3052.92,6883.2,1125.2,1071.84,500.9,3162.27,241.05,669.72,3700.31,5517.69,2500,232.99,0,0,124485,37875,0,0,0
852,5/2/23,119211,2964.55,6987.32,960.34,1045.02,490.53,3057.43,259.22,711.21,4091.23,5439.35,2500,393.48,0,0,314339,36890,0,0,0
853,5/3/23,119027.56,8095.49,8913,844.25,1187.19,587.19,3177.5,312.51,691.49,4460.9,5544.97,2950,523.77,0,0,80312,36240,0,0,0
854,5/4/23,143635.91,8343.18,9030.67,876.91,1265.79,673.72,3195.35,272.56,645.72,4365.5,5498.1,450,510.62,0,0,1028749,37648,0,0,0
855,5/5/23,125205.81,8452.01,9130.16,886.45,1280.75,706.63,3852.21,260.8,643.52,4146.63,5544.86,0,292.25,0,0,94484,40399,0,0,0
856,5/6/23,129972.03,8464.18,9162.72,882.48,1272.33,714.5,3341.8,197.81,739.98,4223.63,5561.08,0,1477.04,0,0,491551,40532,0,0,0
857,5/7/23,153402.58,8462.62,9410.26,953.62,1388.8,719.99,3375.04,246.15,857.87,4328.01,5594.22,750,1524.76,0,0,106416,38841,0,0,0
858,5/8/23,233116.51,8374.66,9132.71,919.37,1336.18,868.88,3529.51,294.97,825.27,4200.34,5565.58,2900,803.74,0,0,10572,37391,0,3,0
859,5/9/23,277636.06,9080.45,8848.32,895.82,1296.3,1206.62,6466.6,403.99,964.93,5134.13,5544.26,2150,595.75,0,0,1481701,53359,0,2,0
860,5/10/23,167928.3,9311.63,8686.97,882.04,1264.82,1180.57,4457.06,353.54,878.64,4500.54,5591.96,650,777.75,0,0,172581,44201,0,1,0
861,5/11/23,162849.16,9229.6,8628.37,872.85,1259.52,1198.33,4630.32,358.41,862.06,4342.34,5622.07,650,435.42,0,0,1281800,42397,0,0,0
862,5/12/23,220365.57,9281.48,8747.54,884.32,1274.45,1222.53,4292.69,334.3,921.99,3884.3,5635.99,800,591.11,0,1,40430,39326,0,0,0
863,5/13/23,139095.98,9519.43,8801.12,891.98,1279.93,1239.53,4381.22,282.93,886.4,4851.76,5619.31,2550,267.25,0,0,1094063,42309,0,0,0
864,5/14/23,150871,10072.08,9274.3,959.83,1391.48,1237.23,4566.3,373.26,961.28,4792.09,5618.59,2050,629.77,0,0,1000580,48257,0,0,0
865,5/15/23,121168.36,12980.81,7617.32,923.38,1328.26,1675.68,4047.18,381.46,774.84,3809.19,3765.03,2800,511.94,0,0,65,41529,0,0,0
866,5/16/23,159283.32,11746.24,6194.53,895.21,1303.41,2413.27,3694.93,344.06,758.71,3685.92,3796.24,5000,419.06,0.75,0,1158591,38817,0,0,0
867,5/17/23,148664.67,10860.1,5630.4,883.06,1281.85,2392.34,3016.63,296.59,720.43,4028.92,3788.69,3825,513.54,0.75,0,2058166,38294,0,0,0
868,5/18/23,169199.9,10334.55,5388.87,879.19,1262.16,2400.93,3246.13,262.51,577.74,4360.55,3769.1,2325,384.32,0.75,0,127565,36231,0,0,0
869,5/19/23,92075.21,9779.51,4955.51,814.5,1131.62,2289.28,3162.9,389.05,634.03,4277.91,3767.59,2325,527.52,0,0,566330,36800,0,0,0
870,5/20/23,105368.06,10584.67,5358.01,944.83,1401.2,2564.69,3093.57,402.11,890.04,4564.99,3022.63,3625,538.54,0,0,1163710,41866,0,0,0
871,5/21/23,111943.47,7190.51,2907.82,925.01,936.63,1054.67,3373.95,288.8,798.43,4396.19,2279.52,3300,372.77,0,0,529460,41918,0,0,0
872,5/22/23,106161.09,6815.14,2558.51,893.42,888.33,999.64,3013.06,270.13,592.57,4065.09,2291.36,2000,474.16,0,0,61396,38406,0,0,0
873,5/23/23,101348.86,7051.19,2685.65,921.77,920.57,1000.14,2815.34,292.27,498.74,4299.16,2288.75,0,220.89,0,0,1084584,37244,0,0,0
874,5/24/23,72808.14,7871.66,2574.17,889.45,886.01,992.48,2605.48,252.69,378.87,4507.34,2274.73,0,208.4,0,0,0,36293,0,0,0
875,5/25/23,132133.18,9205.79,2555.85,878.63,871.35,989.29,2903.4,195.24,406.29,4343.33,2292.26,6625,434.38,1.5,0,157766,40372,0,0,0
876,5/26/23,203563.3,15414.17,2743.27,1652.73,932.51,1315.45,3764.4,208.93,542.1,5168.47,2294.54,4125,546.66,2,0,2363213,47552,0,0,0
877,5/27/23,224864.1,18133.93,2510.65,1778.75,834.73,1465.22,4157.04,420.32,711.11,5398.15,2524.21,2125,893.62,2,0,583469,54113,0,0,0
878,5/28/23,217196.48,19630.22,2627.77,1917.7,912.1,1708.75,4169.93,409.31,863.02,5672.35,3266.07,2125,1666.2,2,0,2131878,50404,0,0,0
879,5/29/23,324294.98,18967.41,2663.55,1899.98,918.22,2020.01,4683.59,384.8,1172.88,5554.63,3257.93,250,1091.32,2,0,806373,51828,0,0,0
880,5/30/23,101483.98,8769.61,2883.97,890.29,886.14,1518.42,4139.35,377.4,926.96,3247.72,3261.4,250,477.12,0,0,207,42116,0,0,0
881,5/31/23,109977.68,8743.2,3046.75,869.66,888.54,1511.02,3988.52,492.95,970.46,4602.85,3281.56,0,540.05,0,0,1324284,41061,0,0,0
882,6/1/23,112127.67,9439.94,3297,954.68,940.83,1522.23,4054.92,398.75,1120.39,4490.42,3232.77,0,0,0,0,0,41999,0,0,0
883,6/2/23,112272.16,9022.05,3146.48,911.22,906.3,1504.6,3513.9,321.49,959.39,4861.57,2715.94,0,0,0,0,54701,43408,0,0,0
884,6/3/23,125754.61,8437.6,2979.7,855.62,847.83,1473.26,3917.65,371.24,1124.56,4681.18,3221.62,0,0,0,0,677663,46397,0,0,0
885,6/4/23,121244.56,9089.26,3418.77,919.39,917.37,1508.63,4166.45,288.05,1169.23,5155.47,3517.48,0,0,0,0,0,47768,0,0,0
886,6/5/23,110087.83,9469.55,5965.05,949.76,955.16,1532.69,3442.99,279.87,850.84,5019.42,4147.86,0,0,0,0,735019,42607,0,0,0
887,6/6/23,102185.82,8899.72,6928.64,904.21,909.49,1506.7,3655.18,354.76,777.97,5634.68,4042.02,0,0,0,0,0,40650,0,0,0
888,6/7/23,133290.99,8272.61,7990.46,1287.83,916.77,1500.72,3313.85,280.93,689.67,4628.76,4200.94,0,0,0,0,139,38307,0,3,0
889,6/8/23,213743.65,7665.98,6960.38,1290.71,892.73,2619.97,3707.81,225.69,769.7,5704.11,4266.68,7000,0,0,0,2335813,45777,0,2,0
890,6/9/23,188323.84,7395.39,4997.85,1127.34,874.47,4064.34,3439.17,174.16,644.34,4720.53,4180.5,6500,0,0,0,336163,45051,0,1,0
891,6/10/23,143119.35,7186.34,4634.02,1094.53,834.01,3982.27,3728.77,151.62,705.75,4804.56,4196.53,0,0,0,0,0,43848,0,0,0
892,6/11/23,158197.71,7833.56,4821.01,1218.04,958.5,4153.25,3991.49,115.17,1117.02,5117.81,4122.36,0,0,0,0,485079,44421,0,0,0
893,6/12/23,119825.31,3939.28,4589.49,1173.76,922.52,4016.99,3424.18,260.57,864.68,4459.28,4243.34,0,0,0,0,68,45372,0,0,0
894,6/13/23,112186.17,4434.88,4417.85,1136,878.84,3908.8,3587.14,220.7,688.6,4645.67,4219.59,3500,0,0,0,825959,42500,0,0,0
895,6/14/23,110974.83,6656.74,3901.4,1120.84,880.14,3512.21,3603.69,175.19,661.26,4353.1,4179.9,600,0,0,0,133298,41613,0,0,0
